,id,title,original_language,overview,release_date,adult,poster_path,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
676,753012,Outing 3,ko,"Eun-young, who is lonely with no lover, is Hyojin, a studio junior. When you hear that you have a lover, ask for an introduction. Hyojin introduces her lover Kyuhyun to Eunyoung on the way to work. Kyuhyun is a lover who broke up three years ago. Kyuhyun secretly begs Eunyoung to come back to Hyojin, but Eun-young is married. We meet again with Kyuhyun's endless courtship. Hyojin gets caught. Eun-young, who sees the scene of her husband's cheating, goes to Kyu-hyun.",2020-09-25,False,t2TwdmX3Cy2LY8zCxiIMymjGipl.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
677,10611,Barbershop,en,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",2002-04-01,False,up8cEgEsl2Dq5Djb9lMZYBK0s84.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
678,36897,Pokémon: Mewtwo Returns,ja,"The Team Rocket leader, Giovanni, has found Mewtwo in a remote area of the Johto region. As Giovanni tries to re-capture Mewtwo, Ash and his friends are kidnapped by Domino, a new Team Rocket member, while trying to rescue Pikachu from Jessie and James. The Clone Pokemon are also captured and are then used as bait for Mewtwo. The situation then becomes a battle between the wills of Mewtwo and Giovanni; and Mewtwo also tries to discover if it and the clones have a purpose in life, even though they are products of science.",2001-08-17,False,zIYljUBF2rXzB0yYZVEPY1l8zHp.jpg,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
679,10647,Pay It Forward,en,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",2000-10-20,False,62OIokwaxFwBFWM147ijLJsaVJD.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
680,785539,Resort to Love,en,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,2021-07-29,False,6TrkFcgCF8Vznk45rs3qvxxejiV.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
681,4951,10 Things I Hate About You,en,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",1999-03-30,False,ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
682,3509,A Scanner Darkly,en,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,2006-07-07,False,lUKudOpHICDj6A6SO7DdaZM4W48.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
683,579831,The Last Frontier,ru,"The story of the Podolsk cadets’ heroic stand outside Moscow in October 1941. Cadets were sent to the Ilyinsky line, fighting alongside units from the Soviet 43rd Army to hold back the German advance until reinforcements arrived. Hopelessly outnumbered, young men laid down their lives in a battle lasting almost two weeks to obstruct the far superior German forces advancing towards Moscow. Around 3,500 cadets and their commanding officers were sent to hold up the last line of defense outside Moscow. Most of them remained there for eternity.",2020-11-04,False,bUmIyA8SOrV9QKRZlmjmryGl4D3.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
684,46332,Of Gods and Men,fr,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",2010-09-08,False,fgrC0w62MCc7Fn77l5RVY0WKv0t.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
685,11836,The SpongeBob SquarePants Movie,en,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",2004-11-14,False,1rvzKV1d18EbDVaEd4VDzK3cgnY.jpg,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
686,824281,Easter Sunday,en,"A man returns home for an Easter celebration with his riotous, bickering, eating, drinking, laughing, loving family, in this love letter to the Filipino-American community.",2022-08-05,False,peyxSGjFpLdoxfvojrYEiTqfEAu.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,921643,A Jazzman's Blues,en,A tale of forbidden love and family drama unravels 40 years of secrets and lies against a soundtrack of juke joint blues in the Deep South.,2022-09-16,False,juvKmySdoCFmjuPeokOtEK3jGHx.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
688,945897,A Man of Action,es,"Loosely inspired by the life of Lucio Urtubia, explore the figure of the so-called anarchist 'Robin Hood,' who ran a legendary counterfeiting operation in Paris that put him in the crosshairs of America's largest bank, when he managed to obtain a huge amount of money by forging traveler's checks to invest in causes he believed in.",2022-11-30,False,gL6lwQE5WrdQrMiisjma0uIonpT.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
689,2310,Beowulf,en,"A 6th-century Scandinavian warrior named Beowulf embarks on a mission to slay the man-like ogre, Grendel.",2007-11-05,False,iRGPYzbmDgmk7mBLwtq52AtGhS4.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,301872,Saul: The Journey to Damascus,es,"Known as Saul the Butcher, the stoning of Stephen was said to have shattered Saul's faith in the Temple and its denial of Christ as the Messiah. His conversion to Christianity and baptism as Paul changed the history of the world.",2014-04-01,False,wOSs83A1bxpyQ1IynK8FLETrwsR.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
691,268690,Legend Quest: The Legend of the Guanajuato Mummies,es,Leo San Juan returns to face the mummys,2014-10-30,False,zic6QNlrkng9vWeAyODdjBBgvVg.jpg,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
692,362585,Kizumonogatari Part 3: Reiketsu,ja,"With help from Meme Oshino, the apparition specialist, Koyomi defeats the three powerful vampire hunters: Dramaturgy, Episode and Guillotinecutter. Koyomi takes back all the limbs of Kiss-shot Acerola-orion Heart-under-blade in order to become a human again.",2017-01-06,False,rfKHhHvSwyCv59Ow6wuGX67RkXR.jpg,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
693,598331,Rumble,en,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",2021-12-15,False,fL7rh6Mzx87MbVl2aI4sYtxfhO5.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
694,239563,St. Vincent,en,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",2014-10-09,False,1bb7MTHCIPhpKZFysDpxNaNrdMk.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,501907,A Beautiful Day in the Neighborhood,en,"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.",2019-09-07,False,p9vCAVhDK375XyobVcKqzqzsUHE.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
696,9335,Transporter 2,en,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",2005-08-03,False,cdm17vK8PxHfTi7ayZf6WKbOgUO.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
697,382322,Batman: The Killing Joke,en,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",2016-07-24,False,nxncAAL1FUKtQWs4uhs5jf1MVut.jpg,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
698,13680,The Game Plan,en,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",2007-09-28,False,fcLFvIqCUrhY96mkSmr3okxaMEw.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699,339987,The Exception,en,"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.",2017-06-02,False,nNCS7JdLFzLKaqtce4lzjtGfdp4.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
700,12160,Wyatt Earp,en,Covering the life and times of one of the West's most iconic heroes.,1994-06-24,False,51LItgyecu2KMAtIchYogEykCIu.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
701,9835,Jane Austen's Mafia!,en,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.,1998-07-24,False,gGgirOcInrfjWgemKMjvZc3fGtU.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1087575,Girl in the Closet,en,"Based on real-life events, Girl In the Closet tells the story of 10 year old Cameron, who, after her mother suffered an aneurysm, was adopted by her Aunt Mia, who already had a husband and daughter of her own. Soon after arriving in her new home, Cameron started hearing strange, ghostly voices at night coming from the basement's locked door. Little Cameron would soon discover what was actually behind that door, people chained to the wall, innocent victims of her Aunt's schemes to enrich herself by cashing their benefit checks. It wasn't long before Cameron was demoted down into the basement herself, where she would stay for the next ten years while police thought she was missing.",2023-03-11,False,3XAWKjWHzXmOGyLYUIUrLdi1HAV.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
703,10439,Hocus Pocus,en,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",1993-07-16,False,by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
704,581644,The Misfits,en,"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",2021-06-03,False,dPOyYnCkRbWAEem85N3VFpQODf5.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
705,860159,Crush,en,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",2022-04-29,False,hayr56csDzCSADaejgrRMVPHyDy.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
706,45781,Hole in One,en,"Eric, a highly-gifted golfer but radically-undisciplined college undergrad, finds his world drastically altered after losing a golf bet to a pair of sadistic plastic surgeons. Eric's bad-boy attitude lifestyle comes to a screeching halt as he loses his money, his girlfriend, his dignity and his golf swing. Eric and his best friend Tyler decide to take on the doctors, in a final golf match of ""Best-Ball"" to get his life back and become the man he should have been all along.",2009-09-12,False,Af7Vt2GaMDIfzEnrUVJevYk0Kek.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,402331,Hard Target 2,en,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",2016-07-14,False,jO8C2AIIdFyi5ceI6whev0RYt0k.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
708,165108,The Story of O Part 2,fr,"James Pembroke, a powerful industrialist, has become a nuisance to his rivals. That is the reason why they have decided to neutralize him. To this end they call on O, who has turned from victim to dominatrix. Her mission is to compromise not only James in person but his whole family as well. And to tell the truth, O does not find much resistance on her way...",1984-08-06,False,64AOVnkp8f2MBXUT3znqgpmYnGH.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709,454652,Colette,en,"After marrying a successful Parisian writer known commonly as Willy, Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after, Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine, sparking a bestseller and a cultural sensation. After its success, Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels.",2018-09-21,False,z73Wer1DgObAwWnqZlOyeI33ROY.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
710,10734,Escape from Alcatraz,en,"San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",1979-06-22,False,uORr2GXQnyqgBOg6tVsRCJD2qxc.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
711,1024535,Matriarch,en,"Afflicted with a mysterious disease after surviving an overdose, a woman returns to her childhood home to confront her personal demons but instead discovers a real one.",2022-10-11,False,eyr8okTqsFTUVW3DD1edTMsWc3u.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
712,9282,11:14,en,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.,2003-09-05,False,pR2hj9MvnLeax2efwrEvRkHadgp.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
713,454699,Monster Family,en,"The Wishbone family are far from happy. In an attempt to reconnect as a family, they plan a fun night out. However, the plan backfires when they are cursed and all turned into Monsters.",2017-08-24,False,gjDbd43e7o2Ssn7P1l50Bv0rtIl.jpg,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
714,25237,Come and See,ru,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",1985-07-09,False,qNbMsKVzigERgJUbwf8pKyZogpb.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
715,37735,Easy A,en,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",2010-09-16,False,pYeY5lBudgWAunG4qlsWCA3PlxM.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,10348,Thunderbolt,cn,"In order to release his kidnapped sister, sports car mechanic Jackie Chan has to beat a super-criminal street racer.",1995-09-08,False,81D5xBlnTAdJs19dbkfw8eK0oWA.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
717,957,Spaceballs,en,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",1987-06-24,False,o624HTt93iIJIc1Sg5hNkDTnk5l.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
718,10189,Pineapple Express,en,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,2008-08-06,False,6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,295151,Let It Snow,en,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",2019-11-08,False,rEVu3E1OhMPJeCAn9a6QLyVhZDj.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
720,294963,Bone Tomahawk,en,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",2015-10-23,False,4MmTHpn2Y8emqvBgvOjufImUmKZ.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
721,43933,Monsters,en,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",2010-06-18,False,qpJyTxR33KG9qFmXoCD5AUTToPl.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
722,262391,Serial (Bad) Weddings,fr,A catholic French couple sees their life upside down when their four daughters get married to men of different religion and origins.,2014-04-16,False,5Hw0GuPahcTCMsJNaLn37OVeXB3.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,10764,Quantum of Solace,en,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",2008-10-29,False,e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
724,10246,Porky's,en,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",1981-11-13,False,AqCOt1cWfKqCepxK7LIdT812idH.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,407445,Breathe,en,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",2017-10-13,False,wLu2N0QVfSpk10RJ17HLHyRUmww.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
726,790142,The Royal Treatment,en,"Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",2022-01-20,False,mYAv0YUoXJzLxIdEirOken8Quwf.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
727,925,Do the Right Thing,en,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",1989-06-14,False,63rmSDPahrH7C1gEFYzRuIBAN9W.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728,324849,The Lego Batman Movie,en,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",2017-02-08,False,snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
729,1694,Re-Animator,en,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,1985-10-18,False,1hY6AUl92cL9GdZx031UWFiGETt.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
730,335778,Risen,en,"Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",2016-02-18,False,6hGh4z503k8wA8mLlmvwhTSGja.jpg,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
731,412117,The Secret Life of Pets 2,en,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",2019-05-24,False,tFC5uFGmmbLu3QqrtoMAvw7RtM4.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
732,776098,Chang Can Dunk,en,"Chang, a 16-year-old, Asian American, bets the high school basketball star that he can dunk by Homecoming. The bet leads 5' 8"" Chang on a quest to learn to dunk—not only to impress his crush, Kristy, but to gain the respect of his high school peers too. But before he can rise up and truly throw one down, he'll have to reexamine everything he knows about himself, his friendships and his family.",2023-03-10,False,ohaIkrTd47z43IuLlwwNg7bi96c.jpg,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
733,862,Toy Story,en,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995-10-30,False,uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
734,9605,Single White Female,en,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",1992-08-14,False,2B6spN9XvzbK9hKDQtvTa4wVoys.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
735,135397,Jurassic World,en,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",2015-06-12,False,A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
736,11838,Ju-on: The Grudge,ja,"Volunteer home-care worker Rika is assigned to visit a family, she is cursed and chased by two revengeful fiends: Kayako, a woman brutally murdered by her husband and her son Toshio. Each person that lives in or visits the haunted house is murdered or disappears.",2002-10-18,False,oulszWeFpIBbbLZbkJNQiYRlcQs.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
737,371608,The Strangers: Prey at Night,en,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive.",2018-03-07,False,vdxLpPsZkPZdFrREp7eSeSzcimj.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
738,769749,Finding You,en,"Finley, a talented aspiring violinist, meets Beckett, a famous young movie star, on the way to her college semester abroad program in a small coastal village in Ireland. An unexpected romance emerges as the heartthrob Beckett leads the uptight Finley on an adventurous reawakening, and she emboldens him to take charge of his future, until the pressures of his stardom get in the way.",2021-05-13,False,mRSsYtYcbhNAfHBp3ha1Nr65agi.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
739,45288,Fighting Spirit - Mashiba vs. Kimura,ja,"Kimura finally has his championship match. It takes place at the annual champion carnival. But now he must face the intense champion, Mashiba for the Junior Lightweight championship.",2003-09-05,False,9UNq2kogJ0fNA6TfFJdJt0PXOwV.jpg,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
740,13156,Secondhand Lions,en,"The comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives.",2003-09-19,False,fy0ICYlfwc0c2FMs3Q1ZHNaorOq.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
741,7457,Alpha Dog,en,"Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'",2006-01-27,False,t9pirEsDxe102mSQGoDZWBbdcCD.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
742,15573,The Cowboys,en,"When his cattlemen abandon him for the gold fields, rancher Wil Andersen is forced to take on a collection of young boys as his cowboys in order to get his herd to market in time to avoid financial disaster. The boys learn to do a man's job under Andersen's tutelage; however, neither Andersen nor the boys know that a gang of cattle thieves is stalking them.",1972-01-13,False,srdRiGV9tYFzWd2C4IjPJNtLrmr.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
743,168676,Company of Heroes,en,"American soldiers lost behind enemy lines during the WWII make a horrific discovery: Hitler has a super bomb in development. Against all odds, they set out to find the scientist in charge of the program who is looking to defect.",2013-02-25,False,mdQqHr070c4mbfwJ6zani0asSDA.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
744,403300,A Hidden Life,en,Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,2019-12-11,False,rdG4jfH0rxkB2FgkYmjj9V4Q31M.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
745,30066,Gol Maal,hi,A man's simple lie to secure his job escalates into more complex lies when his orthodox boss becomes suspicious.,1979-04-19,False,uPW269Qx8VxfiQI2PFHcSJkGOI2.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,514847,The Hunt,en,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",2020-03-11,False,wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
747,193756,Lone Survivor,en,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",2013-12-24,False,zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
748,615678,Thunder Force,en,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",2021-04-09,False,3mKMWP5OokB7QpcOMA1yl8BXFAF.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
